,full_text,Label
549,Let s state the obvious The CIA records that are still being suppressed have nothing to do with national security. They have everything to do with covering up the CIA s role in the U.S. national security regime change operation that took place in Dallas in November 1963 which succeeded in ousting from power a president who was in the eyes of the U.S. national security establishment engaged in actions The CIA Terrorism an Jacob Hornberger Check Amazon for Pricing.,Causal_Oversimplification
554,In other words unlike Lee Harvey Oswald who had absolutely no motive to kill President Kennedy the national security establishment did have motive a powerful motive the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time such as Mohamad Mossadegh Jacobo Arbenz Patrice Lumumba who Kennedy admired Fidel Castro and Salvador Allende.,Causal_Oversimplification
563,The mosaic starts to be filled out They needed to get rid of Kennedy to protect national security and elevate Johnson who had the same anti communist mindset as the Pentagon and the CIA to the presidency.,Causal_Oversimplification
564,It was also why he was sent to Mexico City where he would be ordered to visit the Cuban and Soviet Embassies no doubt being told that he was being prepared for an important mission maybe to enter Cuba to assassinate Castro.,Causal_Oversimplification
610,The country s health chief Willy Randriamarotia said If a person dies of pneumonic plague and is then interred in a tomb that is subsequently opened for a Famadihana the bacteria can still be transmitted and contaminate whoever handles the body. The tradition has been banned since the outbreak began but it is feared ceremonies have taken place regardless as local continue to balk that their rituals have contributed to the outbreak.,Causal_Oversimplification
614,The outbreak has been fueled by performing the ancient practice of Famadihana.,Causal_Oversimplification
635,"with whom, I guess, she has also no choice but to have sexual relations. Because of kind-heartedness",Causal_Oversimplification
646,Presumably because adultery itself is no longer sinful.,Causal_Oversimplification
666,Whatever else might be said about the assassination of President Kennedy one thing is for sure The cover up of this particular U.S. regime change operation was one of the most ingenious and cunning plots ever designed.,Causal_Oversimplification
674,"There could be only one answer: communists. Soviet and Cuban communists, to be more specific",Causal_Oversimplification
676,The communist part and the nuclear-war part were concocted. That was all part of the plan,Causal_Oversimplification
691,The answer Helms lied.,Causal_Oversimplification
692,There is no reasonable doubt that Oswald was a U.S. intelligence agent one who was ordered to travel to Mexico City to set the framework for his frame up.,Causal_Oversimplification
695,Thus when Oswald was claiming that he was being framed there could be only one entity that he could have been thinking about the CIA the agency whose officials as former Washington Post investigative reporter Jefferson Morley has documented were secretly monitoring his activities in the weeks leading up to the assassination no doubt to ensure that Oswald had not figured out what was about to happen to him.,Causal_Oversimplification
696,Thus when Oswald was claiming that he was being framed there could be only one entity that he could have been thinking about the CIA the agency whose officials as former Washington Post investigative reporter Jefferson Morley has documented were secretly monitoring his activities in the weeks leading up to the assassination no doubt to ensure that Oswald had not figured out what was about to happen to him.,Causal_Oversimplification
698,That s why the CIA has to continue keeping those records secret.,Causal_Oversimplification
699,Then why the hidden rifle? Because it’s consistent with a frame-up,Causal_Oversimplification
701,That s why they had shots fired from the front and placed Oswald in the rear.,Causal_Oversimplification
759,The only answer that comes to mind is that Jesus wants to manifest just how weak is the faith of many within the Church even among too many of her bishops.,Causal_Oversimplification
764,Saris thinks she can usurp the Constitution of the United States based on her whims regarding immigration policy.,Causal_Oversimplification
765,They filed a case in the Federal courts and were assigned to a Kritarch Patti Saris who apparently thinks she runs immigration policy even after aliens have had their day in court.,Causal_Oversimplification
892,Patients in Madagascar who are currently suffering from the plague have escaped multiple hospitals in the area over fears of needles and hospital treatment as a whole according to a shocking report in The Sun newspaper.,Causal_Oversimplification
893,Officials at the hospital say the main reason why patients run away is that they are scared of needles and don t have much experience of hospitals.,Causal_Oversimplification
894,Jean Benoit Manhes the deputy representative of Unicef told the Irish Times Some escaped because they re afraid of needles.,Causal_Oversimplification
919,For many in Congress having so many attractive young women around is one of the key benefits of the job.,Causal_Oversimplification
1002,San Francisco s decision to protect criminal aliens led to the preventable and heartbreaking death of Kate Steinle. Sessions continued I urge the leaders of the nation s communities to reflect on the outcome of this case and consider carefully the harm they are doing to their citizens by refusing to cooperate with federal law enforcement officers.,Causal_Oversimplification
1003,SF city just proved beyond a shadow of a doubt that they dont care if YOU or others get killed by their policies.,Causal_Oversimplification
1009,I m not sure we re doing just fine but Trump is right that the real problem is jihad terror and Sharia supremacism and British authorities want to ignore that and shoot the messenger.,Causal_Oversimplification
1021,Kritarch Patti Saris thinks she runs immigration policy right down to how many times someone can have their case reviewed though she seems confused as to who will do the reviewing of those cases.,Causal_Oversimplification
1022,Tellingly these asylum applicants were the elite of Indonesian society because their higher average IQ than the rather dull Indonesians.,Causal_Oversimplification
1028,Mostly because the country would not last long without an outside high IQ elite to run the country.,Causal_Oversimplification
1050,The worldwide howl at Trump s retweets of videos tweeted out by a British politician is further proof of the Islamization of the West.,Causal_Oversimplification
1068,That explains the effort of The Great Left Hope to have his client s felony gun possession conviction tossed.,Causal_Oversimplification
1136,If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question,Causal_Oversimplification
1237,Donald Trump won the presidency on a promise of no more unnecessary wars.,Causal_Oversimplification
1255,If ISIS warns about an attack and then an attack occurs and claims responsibility after the fact it seems to me that at a minimum they should have some portion of the investigation to clearly debunk that claim and yet it hasn t happened he said.,Causal_Oversimplification
1277,Let s face it twice before the attack ISIS warned the United States that they would attack Las Vegas and then after the attack claimed responsibility four times Perry continued.,Causal_Oversimplification
1303,Kritarch Patti Saris who thinks it is the job of District Court judges to micromanage the deportation system of the United States got her wish.,Causal_Oversimplification
1430,As Successors of the Apostles Schneider said they could not act in another way.,Causal_Oversimplification
1440,Bonkers conspiracy site Intellihub posted an article this week that pointed to Haig s background in the aerospace industry as a sign of U.S. government involvement in the massacre.,Causal_Oversimplification
1462,For Faggioli the implication is that at least 50 percent of German Catholic children never see their parents receive communion and lose their faith because of it.,Causal_Oversimplification
1497,Don't expect it to condemn Rep. Davis' comments. He was just saying what most of them think,Causal_Oversimplification
1526,And if the reforms are bad then it is impossible that the Council is good and all the reforms are bad because that is the authentic interpretation of the Council by Rome.,Causal_Oversimplification
1578,In a subsequent Facebook post Lew wrote My Jewish identity was now public and a target was placed squarely upon me by the McGill BDS movement.,Causal_Oversimplification
1600,Rather than being about receiving God s assistance for themselves those engaging in sodomy and wishing to have it blessed by the Church aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization.,Causal_Oversimplification
1745,Recently a video clip of anti Semitic pastor Steve Anderson making the claim that Jews have experienced such abuse because they have somehow been cursed wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout.,Causal_Oversimplification
1746,Cause they re under the curse of God for having rejected the Lord Jesus Christ.,Causal_Oversimplification
1805,If one considers and weighs this matter one knows one may not bless a union of two homosexual men or of lesbian women.,Causal_Oversimplification
1813,To bless always means that something shall flourish because only then when there is a blessing upon a cause or a project will something good come out of it.,Causal_Oversimplification
1838,That s kind of my attitude now If I don t expect the Catholic Church to do anything then I won t be too disappointed when they don t do anything he continued.,Causal_Oversimplification
1928,The people who talk about the Jewish question are generally anti Semites.,Causal_Oversimplification
2002,If you keep a handgun in the bedside table and drink beer regularly you may be in trouble.,Causal_Oversimplification
2025,The statement though is full of conspiracy theories and blames everyone else for Davis behavior except him.,Causal_Oversimplification
2032,They were bowing to jihadist intimidation.,Causal_Oversimplification
2171,"The FBI’s bafflement here is part of its deep, deep corruption. The FBI doesn’t acknowledge that there is a global jihad, or that Islam has anything to do with terrorism. It doesn’t admit that there is a war going on, and treats each act of Islamic terror as if it were a separate and discrete criminal event, unrelated to all the others",Causal_Oversimplification
2173,"Ragan most likely means that investigators didn’t find an ISIS membership card in Kazi’s wallet, or lots of phone calls to Iraq or Syria, or a note from Kazi reading, “I did this for Allah and Islam. Allahu akbar",Causal_Oversimplification
2300,However in the day and age of unmitigated terrorism charges once they served their sentence the federal government went after both men for more time inside their prison for profit system.,Causal_Oversimplification
2409,"In order to convert to Islam, one says the shahada. Saying the shahada makes you a Muslim. The shahada is what is on the black flag of jihad",Causal_Oversimplification
2461,Once again this year we see that Ramadan is quintessentially the month of jihad.,Causal_Oversimplification
2466,Islam s core beliefs make it clear that the latter statement is closer to the truth.,Causal_Oversimplification
2469,Murdering infidels thus doesn t contradict the spirit of Ramadan it embodies it.,Causal_Oversimplification
2558,They used me as an example because of the backlash over Hillary Clinton.,Causal_Oversimplification
2571,Between 1992 and 2016 China was allowed to run 4 trillion in trade surpluses at our expense converting herself into the world s first manufacturing power and denuding America of tens of thousands of factories and millions of manufacturing jobs.,Causal_Oversimplification
2572,And the forces that pushed up into those conflicts and so disillusioned the nation that it elected Barack Obama are back pushing for a new war on Iran.,Causal_Oversimplification
2590,And Trump is president because he read the party and the country right while the Bush McCain Republican establishment had lost touch with both.,Causal_Oversimplification
2623,They used me as an example because of the backlash over Hillary Clinton he continued alleging his life was ruined for political reasons.,Causal_Oversimplification
2635,They used me as an example because of the backlash over Hillary Clinton he continued alleging his life was ruined for political reasons.,Causal_Oversimplification
2642,It is commonly said that wage stagnation contributed to an economic anxiety in middle America that carried Donald Trump into the White House Yet Mr. Trump s rise seems to have coincided with a turnaround in fortunes for the middle class.,Causal_Oversimplification
2645,This is in dramatic contrast to the last months of the Obama Regime which saw year over year increases in immigrant working age population far in excess of the estimated 1 million legal immigrants admitted annually and which I argued meant that an unreported illegal alien surge was underway.,Causal_Oversimplification
2665,Simply put the 21st century has not been good for non Hispanic job seekers.,Causal_Oversimplification
2798,It s the very reason the governments of the world still exist.,Causal_Oversimplification
2970,Outside of specialists and seekers the only reason why there is general interest in the Qur an among non Muslims is to seek an answer to the question of whether or not it justifies and encourages Islamic terrorism.,Causal_Oversimplification
2971,It isn t remotely accurate but it feels good and for the Catholic and Leftist establishment today that seems to be all that matters.,Causal_Oversimplification
2972,To eradicate these Muslims are required to wage war until there exists none of it in the world and the only religion is that of Allah.,Causal_Oversimplification
3018,I ll tell you why they aren t speaking out on that they don t want to bite the hand that feeds them plain and simple.,Causal_Oversimplification
3036,The attacks here are motivated by a desire for open borders.,Causal_Oversimplification
3096,Now the prior degradation of the infidels in this world before the life to come where it is their lot is considered an act of piety and the imposition of their poll tax jizya until they pay the tribute out of hand and have been humbled Koran 9 29 is a divinely ordained obligation .The dhimmi s payment of his dues by a bill drawn on a Muslim or by delegating a real believer to pay it in his name will not be tolerated.,Causal_Oversimplification
3156,Katrin Axelsson and Lisa Longstaff of Women Against Rape summed it up when they wrote The allegations against Assange are a smokescreen behind which a number of governments are trying to clamp down on WikiLeaks for having audaciously revealed to the public their secret planning of wars and occupations with their attendant rape murder and destruction The authorities care so little about violence against women that they manipulate rape allegations at will.,Causal_Oversimplification
3225,All for spreading unwelcome truth around.,Causal_Oversimplification
3317,Since Germany and Europe did not want the Jews the Nazis came up with the idea of sending the Jews to another country.,Causal_Oversimplification
3427,They are being exposed for who they are and they do not like it.,Causal_Oversimplification
3430,because they have simply forsaken the cross.,Causal_Oversimplification
3432,The reason they don t is because they are guilty of what they fail to confront,Causal_Oversimplification
3442,These groups of people are simply enemies of the cross of Christ and know not the power of God unto salvation Philippians 3 18.,Causal_Oversimplification
3452,If Christians were equally as faithful to the Lord separated from the world 2 Corinthians 6 17 and living so that their lives were a reproof to all ungodliness the world would hate them as much as it ever did.,Causal_Oversimplification
3529,"It is to defend Islam that Western clerics do not raise their voice against such acts of brutality. It is to pursue a fruitless and chimerical “dialogue” that bishops in the U.S. and Europe keep silent about Muslim persecution of Christians, and enforce that silence upon others",Causal_Oversimplification
3563,That was in part because it would have been damaging to Obama.,Causal_Oversimplification
3621,The latter think that removing guns will suddenly force humanity to stop all animosity toward one another hold hands and sing Kumbaya.,Causal_Oversimplification
3622,The former recognizes that an armed populace is a threat to any tyrant and pushes for gun control out of self preservation.,Causal_Oversimplification
3639,Clearly they were acting unlawfully when they did what they did.,Causal_Oversimplification
3660,President Trump noted that President Obama and his advisers had information that the Russians had been working to interfere in the election and they ignored it because they thought Hillary Clinton was going to win.,Causal_Oversimplification
3661,And as I said they buried it because they thought that Hillary Clinton was going to win.,Causal_Oversimplification
3668,I think their strong words and hysteria are driven by their own guilt.,Causal_Oversimplification
3946,This leftwing witch hunt has been ongoing since day one of Trump s presidency in order to impair and impede his ability to get the job done.,Causal_Oversimplification
4032,TO ARGUE AGAINST THE DEATH PENALTY is to contend with constituted reality.,Causal_Oversimplification
4042,"there has always been a death penalty. God instituted it, and He was the first to impose it, embedding it in the very fabric of natural law",Causal_Oversimplification
4047,Whosoever shall shed man s blood his blood shall be shed for man was made to the image of God. In other words from that point in history lawful killing in atonement for taking the life of another is sanctioned by God.,Causal_Oversimplification
4049,"After all, it is not the injury to relatives or any other human consideration that makes homicide the serious sin that it is, but as God Himself pointed out to Noah, it is the fact that “man was made to the image of God” that makes an assault on him tantamount to an assault on God. It is therefore to God, and not to His creatures that reparation is primarily due",Causal_Oversimplification
4050,Despite the fact that it was instituted by God Himself growing numbers of Catholics actually consider it immoral.,Causal_Oversimplification
4073,Suffering the penalty not only allows the criminal to render expiation to God and to society but if accepted in Christ s grace with due repentance it preserves his soul from hell and eliminates much of his purgatory.,Causal_Oversimplification
4074,As Michel Martin pointed out in an article in Rome et d Ailleurs for September October 1983 The truth is that the problem of the death penalty is insoluble except from a Christian point of view. That it figured so prominently in Christian societies is due to the fact that in the order of charity atonement to God was sought above any atonement due to man and the spiritual welfare of citizens above their physical well being.,Causal_Oversimplification
4084,As the new dispensation s foremost theologian St. Paul would declare the old penalty remained very much in force Almost all things according to the law are cleansed with blood and without the shedding of blood there is no remission. It is still appointed for men once to die and after this the judgment Heb.,Causal_Oversimplification
4088,From that point on it is Christ who delegates the divine authority to punish by killing and both Scripture and tradition testify that it is lawfully wielded by those to whom He entrusts the temporal sword in His Kingdom.,Causal_Oversimplification
4095,As with everyone else the moment of death ushers them either into heaven hell or purgatory.,Causal_Oversimplification
4097,By divine decree it will perdure until the end of time when the former things are passed away. Only then death shall be no more nor mourning nor crying nor sorrow shall be any more and not one minute sooner.,Causal_Oversimplification
4141,This is precisely because WikiLeaks is producing the kind of journalism that they ought to be doing.,Causal_Oversimplification
4209,This is what the Church of Accompaniment is all about,Causal_Oversimplification
4210,All very well and good except for the fact that the Church s constant and unchanging moral teaching on this makes no such allowance.,Causal_Oversimplification
4211,"Basing itself on Sacred Scripture, which presents homosexual acts as acts of grave depravity, tradition has always declared that ""homosexual acts are intrinsically disordered."" They are contrary to the natural law. They close the sexual act to the gift of life. They do not proceed from a genuine affective and sexual complementarity. Under no circumstances can they be approved",Causal_Oversimplification
4212,"thus the inclination itself must be seen as an objective disorder. Therefore special concern and pastoral attention should be directed to those who have this condition, lest they be led to believe that the living out of this orientation in homosexual activity is a morally acceptable option. It is not",Causal_Oversimplification
4213,Quite obviously it is because what they are actually closing an episcopal eye to are the folks who want to keep right on sinning and sinning proudly.,Causal_Oversimplification
4331,8 7. It is an act of love to hate sin and to call others to turn away from sin.,Causal_Oversimplification
4332,For too long we have diminished the reality of sin we have refused to call a sin a sin and we have excused sin in the name of a mistaken notion of mercy.,Causal_Oversimplification
4333,8 7. It is an act of love to hate sin and to call others to turn away from sin.,Causal_Oversimplification
4334,We are talking about acts and actions which are not only in violation of the sacred promises made by some in short sacrilege but also are in violation of the natural moral law for all.,Causal_Oversimplification
4335,In fact a just punishment is an important work of love and mercy because while it serves primarily as retribution for the offense committed it also offers the guilty party an opportunity to make expiation for his sin in this life if he willingly accepts his punishment thus sparing him worse punishment in the life to come.,Causal_Oversimplification
4336,These actions committed by more than a few can only be classified as evil evil that cries out for justice and sin that must be cast out from our Church.,Causal_Oversimplification
4386,The length of the Mueller McGahn sessions led Trump to the conclusion the special counsel is looking for trouble because they they know there is no Russian Collusion.,Causal_Oversimplification
4437,Sodom and Gomorrah was Judged by God Because Men Refused to Keep His Commandments in Dealing with the Wicked,Causal_Oversimplification
4460,While Sodom and Gomorrah were guilty of many other horrendous sins homosexuality was the reason God poured fiery sulfur on the cities completely destroying them and all of their inhabitants.,Causal_Oversimplification
4461,Sodom and Gomorrah serve as a powerful example of how God feels about sin in general and homosexuality specifically.,Causal_Oversimplification
4475,It s the same reason that he is judging America today Amos 4 12 He cannot find the righteous in order to spare her Jeremiah 22 3.,Causal_Oversimplification
4480,Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right but over and over again they turn their shoulders and choose the wrong through tolerance and apathy Americans are bringing upon themselves destruction Deuteronomy 30 19 that will not be reversed which leaves no alternative as to why God judges and is judging America today Deuteronomy 28 63.,Causal_Oversimplification
4504,Why there s only one possible explanation the Second Vatican Council.,Causal_Oversimplification
4609,"Faggioli’s argument demonstrates that neo-Catholicism has never been about making the authentic Faith more appealing to a “modern world” founded precisely on a rejection of the Church’s authority. It is not about the Faith at all. Rather, it is an ideological movement dedicated to the face-saving defense of a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department",Causal_Oversimplification
4636,The enemies of Francis have declared war. Notice that for Winters it is not the Church or the integrity of her doctrine and discipline that must be defended against enemies but only Bergoglio and the regime of novelty he is leading to its final extremity.,Causal_Oversimplification
4655,In other words as Bergoglio cannot deny the allegations without lying he will say nothing at all about them in the hope they will go away with the help of sycophants in the Vatican press corps and shifty polemicists like Shea who expects his readers to swallow his explanation that Bergoglio s refusal to say anything in his defense when asked point blank about the charges against him seems to me to obviously be the reply of somebody who believes the accusations are groundless.,Causal_Oversimplification
4670,But then what was the Pope s purpose in asking me that question What is Cardinal McCarrick like He clearly wanted to find out if I was an ally of McCarrick or not.,Causal_Oversimplification
4722,For Faggioli not only would Bergoglio s resignation be unthinkable so also would a purge of the homosexual and pro homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.,Causal_Oversimplification
4725,Except whenever he pleases as we have seen again and again with the conservative bishops and even Cardinals Burke and M ller he has sacked because their conservatism offended him or one of his friends prompting even Crux to ask Does Pope Francis have an enemies list Then again Francis even obtained the removal of his own trusted counselor McCarrick from the College of Cardinals albeit only when forced to act due to worldwide condemnation in the media.,Causal_Oversimplification
4726,So according to Faggioli the same Pope who sacks conservative bishops and cardinals according to his pleasure and has just removed a cardinal from the College of Cardinals in an unprecedented disciplinary act under fire from the media is somehow powerless to dismiss Modernist bishops who have created an obscene gay culture in the Church and replace them with orthodox normal heterosexual males.,Causal_Oversimplification
4745,Thus did Paul describe the conciliar opening to the world through which the world promptly invaded the Church including large numbers of homosexuals who should never have been admitted to the seminary.,Causal_Oversimplification
4751,Faggioli has no answer because what he is really arguing the final beachhead of the neo Catholic defense of their disintegrating regime is that homosexuals in the hierarchy must remain in authority as an indispensable seawall against a neo traditionalist storm surge.,Causal_Oversimplification
4769,I believe that Archbishop Vigan s precious testimony is a sign that Heaven itself is now responding to the need for justice in the Church.,Causal_Oversimplification
4775,Those reforms included abandonment of the Vatican s strict pre conciliar instruction 1961 that advancement to religious vows and ordination should be barred to those who are afflicted with evil tendencies to homosexuality or pederasty since for them the common life and the priestly ministry would constitute serious dangers. Today neo Catholic commentators cowed by the demands of political correctness refuse to state the simple truth that homosexuality is a perversion that precludes ordination as does any other grave psychological disorder.,Causal_Oversimplification
4818,For example as Stephen Coughlin has revealed the violent extremists the administration is clearly worried about are the right wing Islamophobes whom the administration obviously considers to be the real threat to American security.,Causal_Oversimplification
4873,While the establishment continues to push the notion that a couple hundred thousand dollars of ad spends and some Russian bots on Facebook swayed the election to Donald Trump more proof of real collusion between Google and the Hillary Clinton campaign has been uncovered.,Causal_Oversimplification
4919,Their only defense was that the activities they described were either non partisan or were not officially taken by the company Carlson said Monday night describing Google s official response to his requests for comment before challenging the company s response But of course they were both.,Causal_Oversimplification
4957,The report said it appears that daring to give suggestions on how our civilization can stop jihadist attacks and another 9 11 is against Facebook s community standards.,Causal_Oversimplification
4982,Glazov s advice also involves the promotion of supporting moderate Muslims a move that is clearly horrifying to Facebook s masters and therefore also violates their community standards the report said.,Causal_Oversimplification
4986,No doubt Glazov s consistent campaigning on behalf of Muslim women and girls in his efforts to protect them from FGM honor killings and other Shariah barbarities has gained him the anger and hatred of Facebook s guardians who are clearly on the side of the Shariah enforcers and oppressors of Muslim women and girls.,Causal_Oversimplification
5009,It goes without saying that this retraction and surrender by Facebook occurred only because of the wide publicity that Jamie s banning had received.,Causal_Oversimplification
5029,We have no doubt of course that no mistake had actually occurred in this matter and that the ban has only been lifted because of the publicity that we engaged in and received.,Causal_Oversimplification
5036,This suggested of course that giving advice on how to prevent another 9 11 and all other Jihadist attacks against America is now against Facebook s community standards.,Causal_Oversimplification
5076,The answer is that this is all a ruse to block Judge Kavanaugh s confirmation by all means necessary.,Causal_Oversimplification
5087,Feminists gave the serial sexual predator Bill Clinton a free pass because his policies were in line with their ideology.,Causal_Oversimplification
5094,This is clearly a set up Christine Ford is also a far left Democrat operative designed to derail the nomination of a good man.,Causal_Oversimplification
5137,"To the victims of the Church, and to those who love them, it sounds like he is saying, “Who do you think you are? I don’t have to explain myself to you. You’re the guilty one. You brought this on yourself. If you want to be loved, then know your place. I’m the victim, here, not you. If you know what’s good for you, keep your mouth shut",Causal_Oversimplification
5139,Fisher knows that Francis knows it even if she still cannot bring herself to say explicitly what should now be apparent to the entire body of the faithful that Bergoglio s very presence on the Chair of Peter is a grave threat to the common good of the Church and the integrity of the Faith.,Causal_Oversimplification
5146,"Bergoglio will not, of course, resign. He will cling to power with his last breath in order to carry out the many other acts of ecclesial subversion he clearly has in mind",Causal_Oversimplification
5246,They deliberately refused to bring up the allegations as weak and ridiculous as they are at Kavanaugh s Senate confirmation hearings because they didn t want to have a rational discussion.,Causal_Oversimplification
5254,Ford s request for an FBI probe is clearly a desire to delay proceedings diGenova said.,Causal_Oversimplification
5270,Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House.,Causal_Oversimplification
5275,There was ample time to have addressed this in July or August but Dianne Feinstein chose to sit on it until the moment it could inflict maximum political damage.,Causal_Oversimplification
5308,Well when every time there s a man that you don t like running for public office or being nominated for a position some woman crawls out from a line of protesters and makes an ambiguous at best claim about unwanted sexual advances it becomes increasingly difficult to take you seriously.,Causal_Oversimplification
5314,So they dig up some Trump hating woman from Kavanaugh s past and convince her to say that he assaulted her thinking that such an allegation will surely delay the vote long enough for them to regain control of Congress.,Causal_Oversimplification
5334,Ms. Ford s supporters are exploiting the Me Too movement to declare Judge Kavanaugh guilty simply because Ms. Ford is a woman who has made what they call without any corroborating evidence to date a credible charge.,Causal_Oversimplification
5369,The last minute accusations from Christine Blasey Ford a woman who claims that decades ago Kavanaugh groped her at a high school party and Deborah Ramirez who accused Kavanaugh of exposing himself to her at a frat party at Yale are transparent acts of aggression against the judge and Republicans one engineered by the Democrats.,Causal_Oversimplification
5440,Conservatives need to remember that the purpose of the Left s frenzied demagogic assault is to damage the nominee and by extension the president who nominated him.,Causal_Oversimplification
5450,This is clearly the testimony of an honest man who has only the good of the Church in his heart a modern day Athanasius standing against something so much worse than Liberius.,Causal_Oversimplification
5468,His long article in L Osservatore Romano in which he came out in favor of the more controversial aspects of Amoris Laetitia represents his surrender.,Causal_Oversimplification
5502,What you want to do is destroy this guy s life hold this seat open and hope you win in 2020 Graham blasted Democrat Senators on the committee.,Causal_Oversimplification
5532,What you want to do is destroy this guy s life hold this seat open and hope you win in 2020.,Causal_Oversimplification
5564,She knew it would be made public.,Causal_Oversimplification
5567,If you think Mrs. Ford is ignorant of this considering her father works for the Central Intelligence Agency and her prior criminal political activism then you aren t thinking clearly.,Causal_Oversimplification
5570,As I ve said before I don t support Kavanaugh s appointment to the Supreme Court on the grounds of lack of constitutional rulings but that attack on him was orchestrated it was political and Ford was a part of it.,Causal_Oversimplification
5571,"Ford is not seeking justice nor is she seeking to do her ""civic duty."" She is seeking to slander a man's character for something she cannot prove that she claims happened over 36 years ago",Causal_Oversimplification
5681,"Don Lemon thinks things like this, are just fine, and wants these people in the US. He just doesn't want white men here",Causal_Oversimplification
