,full_text,Label
189,Due to San Francisco s policy of limiting cooperation with federal immigration authorities which some refer to as a sanctuary policy the city did not inform ICE when they released Garcia Zarate.,0
1541,Pope Pius VI said during the French Revolution that if the Church continues to remain under the influence of the prince of the revolution then in the future a crisis will come upon the Church.,1
2410,If you read the Bible you re going to get a whole lot of good ideas that are going to stick with you and make you a better person he said.,0
2040,"One – the easiest one maybe – chop their head off, that’s the easiest. Second – burn them to death. Third – throw ’em off a cliff. Fourth – tear down a wall on them so they die under that. Fifth – a combination of the above",1
48,How many hate preachers are living in this country,0
1532,Trump took keen interest in the pageantry of the day insisting the pictures beamed around the world reflect a commanding leader making a decisive world altering move.,0
1607,Trump also said he hopes to eventually withdraw US forces from South Korea but said that s not part of the equation right now.,0
1537,Whether nuclear disarmament is indeed the final outcome of Tuesday s summit won t be known for years if not decades.,0
1572,Instead he predicted he could solve a big problem a big dilemma alongside his new partner.,0
498,It s also the case that the more negative information comes out the more it appears that the Trump and his White House staff failed to do their jobs in vetting and managing Kavanaugh.,0
415,"A failure by the United States to defend its allies or promote new political arrangements for (Syria and Iraq) will lead only to more war, the rise of new terrorist threats, and, ultimately, the necessity of more U.S. intervention",1
1337,The world will see a major change.,0
152,The agency has argued that obtaining judicial warrants are unnecessary and would place too much burden on ICE officials and federal courts.,0
2603,Her daughter attended elementary school in nearby Bluefield but Deal kept her out of the Bible class.,0
2411,You don t have to push religion with it.,0
25,The next transmission could be more pronounced or stronger WHO Director General Tedros Adhanom Ghebreyesus told reporters in Geneva insisting that the issue is serious.,0
1658,I think our whole relationship with North Korea and the Korean Peninsula is going to be a very much different situation than it has in the past Trump said during the summit.,0
564,And if Kavanaugh is really an outlier on that issue then he won t be in the majority on any future decision anyway.,0
466,It s a good example of how badly Trump does his job more than a year and a half into his administration.,0
1157,Without Otto this would not have happened Trump said.,0
2610,You can find the Church of God here.,0
2805,The church one of the largest buildings in town can hold up to 2000 people for Sunday services and often does.,0
411,It was also true as Senate Majority Leader Mitch McConnell reportedly warned that normal disclosure of Kavanaugh s record especially his service during the George W. Bush administration was going to delay confirmation even more.,0
1400,Tuesday s meeting convened at a luxury hotel on the island of Sentosa came just three months after Trump accepted North Korea s invitation for talks on the spot.,0
1625,Without Otto this would not have happened Trump said.,0
872,The president also ordered the release of unredacted text messages from fired FBI Special Agent Peter Strzok former FBI counsel Lisa Page former FBI Director James Comey and former FBI Deputy Director Andrew McCabe.,0
2052,Whether nuclear disarmament is indeed the final outcome of Tuesday s summit won t be known for years if not decades.,0
1112,At the same time he d admitted he didn t believe he required extensive preparation to take stock of Kim.,0
1824,I want to get our soldiers out.,0
836,The documents Trump ordered declassified involve a renewed Foreign Intelligence Surveillance Act warrant against former campaign aide Carter Page and text messages from disgraced former FBI officials Peter Strzok and Lisa Page.,0
866,Should the disease actually spread to the African mainland it will be all but impossible to control and the health care system would certainly be unable to handle the outbreak at that point making a global pandemic much more likely.,1
2995,Born Louis Eugene Walcott in New York in 1933 Mr. Farrakhan joined the Nation of Islam in the mid 1950s and rose quickly within the organization becoming close to Malcolm X.,0
567,Justice Anthony Kennedy gave President Donald Trump the biggest political gift possible when he announced his resignation in the spring.,0
2364,Instead the question will be tried in the courtroom of Judge David A. Faber of the U.S. District Court for the Southern District of West Virginia in Bluefield.,0
2100,He gets to play matching games about Bible stories and listen to classic tales.,0
1949,I learned he s a very talented man.,0
1807,For Trump that amounted to a triumphant outcome in his extraordinary gamble with the rogue kingdom s despotic leader.,0
2836,The White House s interaction is and generally should be subject to a natural give and take Ms. Sanders wrote on Monday suggesting that the onus was on the press corps to ensure that a code of conduct did not become necessary.,0
706,Either way Kavanaugh was a poor choice from the point of view of good presidenting.,0
379,To begin with Trump has outsourced his judicial nominations to outside party aligned groups the Heritage Foundation and the Federalist Society.,0
2675,The first is whether you can have a Bible course at all.,0
1018,Minutes before the historic handshake Trump tweeted that his top economic adviser Larry Kudlow had suffered a heart attack.,0
1833,A gird failure would almost immediately fling the United States into a state of panic and it s always good to be prepared just in case.,1
1145,I want to bring our soldiers back home Trump said.,0
1764,He is very talented Trump said citing Kim s ability to take over a situation like he did at 26 years of age and run it and run it tough.,0
1304,I learned he s a very talented man.,0
2478,The district filed a motion to dismiss the lawsuit on Wednesday.,0
2898,Failure to abide the administration warned may result in suspension or revocation of the journalist s hard pass.,0
552,In some ways that s successful coalition building and what he s done in office is just keeping his promises on judges.,0
1795,Later they were seen smiling and laughing over lunch.,0
1097,Trump and Kim both intent on making history greeted each other early in the day with extended hands in front of a row of US and North Korean flags a previously unthinkable sight that reflects a new chapter in the two countries acrimonious relationship.,0
2699,Her daughter was told to sit in the computer lab for that half hour and read a book.,0
1196,It has become a superdogma in the Catholic Church if you don t believe that Islam is a Religion of Peace you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.,1
1534,He was spotted taking a moonlit stroll around the high end Marina Bay Sands hotel and casino owned by GOP mega donor Sheldon Adelson the type of glitzy development few North Koreans could ever imagine coming to their country.,0
1630,When pressed about those comments in light of Kim s brutal tactics Trump continued praising the North Korean leaders ability to run a country at a young age.,0
1195,In that first meeting they were joined only by translators a break from standard practice of having at least one aide present for high stakes huddles.,0
726,That included an unusually central role for the Federalist Society s Leonard Leo.,0
1603,When pressed about those comments in light of Kim s brutal tactics Trump continued praising the North Korean leaders ability to run a country at a young age.,0
1704,Perhaps it doesn t bother the Belgian Prime Minister that there are no go zones in many Western European cities or that people with immigrant backgrounds have committed 27 major terrorist attacks in Europe recently but this bothers the V4 because they do not want to live on a continent were the threat of terrorism becomes an everyday regularity he continued.,1
2833,Only the silence of good people will allow them to win.,1
1470,He is very talented Trump said citing Kim s ability to take over a situation like he did at 26 years of age and run it and run it tough.,0
2272,This is a loser for the school district Haynes said.,0
140,San Francisco s policy is to ignore such requests if they are not accompanied by judge signed warrants and the city has cited federal court cases concluding that such detentions violate inmates Fourth Amendment rights.,0
2170,When White posted the article on Facebook she heard from some supporters but many others questioned her faith.,0
1273,Minutes before the historic handshake Trump tweeted that his top economic adviser Larry Kudlow had suffered a heart attack.,0
2849,Codifying the behavior of journalists struck some as an ominous encroachment into freedom of the press and the White House Correspondents Association said on Monday that it had not been consulted about the new guidelines.,0
553,We don t know to what extent Kavanaugh was Trump s choice and to what extent he was manipulated into choosing him.,0
2055,People are going to be very happy.,0
1831,He was spotted taking a moonlit stroll around the high end Marina Bay Sands hotel and casino owned by GOP mega donor Sheldon Adelson the type of glitzy development few North Koreans could ever imagine coming to their country.,0
1423,By contrast Trump appeared to back off a military footing on Tuesday declaring the US will stop the war games an apparent reference to joint military exercises with South Korea that North Korea has long rebuked as provocative.,0
654,It s still not clear that Kavanaugh s nomination is doomed but it s certainly in severe trouble.,0
655,Losing a high profile fight is always going to hurt a president which is why they should take care to avoid high risk low reward conflicts.,0
428,Kavanaugh Nomination Is Exploding in Trump s Face,0
3034,Yes the Nazi arrested people asked them for ID split up families and then killed them all.,1
2684,But the 7 year old is also a huge fan of the weekly Bible course at Princeton Primary his public elementary school.,0
41,But Tedros voiced alarm that plague in Madagascar behaved in a very very different way this year.,0
989,Kim assumed power after his father Kim Jong Il also a brutal dictator died in 2011.,0
146,The jury convicted him of the lesser charge of being a felon in possession of a gun which carries a maximum sentence of three years in state prison.,0
2689,And there is widespread support for the classes Parents and community members help raise nearly 500000 a year to pay for the Bible in the Schools program.,0
2230,And the story about how their son Cain killed his brother Abel.,0
1622,Trump insisted during a news conference the agreement went further than many people expected.,0
2506,Do not distance yourself from the great lines of the Second Vatican Council. In fact those that are distancing themselves from the council to make another path are killing themselves sooner or later they will die.,1
1009,I think our whole relationship with North Korea and the Korean Peninsula is going to be a very much different situation than it has in the past Trump said during the summit.,0
1693,The day began with Trump patting Kim on the back and placing his hand on the North Korean s shoulder as they walked into their first meeting.,0
321,Sen. Al Franken announced his resignationon the Senate floor Thursday morning as Democratic calls for his resignation mount following the latest sexual misconduct accusations against him.,0
560,The White House demanded a final up and down vote on Tuesday by Wednesday he was saying that the nomination would die if Kavanaugh didn t do well before the Judiciary Committee on Thursday.,0
1010,Later during his news conference Trump said Warmbier s death contributed to the summit taking place.,0
794,A draft report obtained by the AP noted Monahan s shifting rationale for refusing to produce the video footage including that it was lost was on a USB drive in storage and would be too embarrassing and traumatic to release it.,0
1230,While the Kurds were our most effective allies against ISIS in Syria Turkey views them as a mortal peril and intends to deal with that threat.,1
1178,They cannot agree on God s law which most Western societies were base on including the united States.,1
939,Congressional Republicans are hoping the files reveal details about the start of the Russia investigation led by the FBI which evolved into Special Counsel Robert Mueller s investigation into Russian meddling and potential collusion with Trump campaign associates during the 2016 presidential election.,0
1129,In a detailed menu the White House said the men were served H agen Dazs vanilla ice cream for dessert.,0
1265,But he acknowledged the effort to rid North Korea of its nuclear arsenal was in its early stages.,0
1710,And Kim s commitments did not appear to go beyond what he already pledged to do in April when he met South Korean President Moon Jae in along their countries border.,0
799,I provided medical records from 2017 stating on two different Dr.,0
123,He added We condemn all those whose behaviours and views run counter to our shared values and will not stand for extremism in any form.,0
7,That means that Madagascar could be affected more and not only that it could even spill over into neighbouring countries and beyond he warned.,1
168,Though the agency did issue a request to the city to detain Garcia Zarate until ICE officials could pick him up their detainer requests are not signed by a judge and are therefore not legally binding.,0
904,The documents include all FBI reports on interviews also known as 302s with Justice Department official Bruce Ohr and all FBI reports of interviews prepared in connection with applications to surveil Carter Page as well as 21 pages of one renewed warrant.,0
402,And if Kavanaugh is really an outlier on that issue then he won t be in the majority on any future decision anyway.,0
1369,But that s not part of the equation right now.,0
2214,I will pray for you and all non believers Lynne White.,0
1494,I learned he s a very talented man.,0
2442,Adam and Eve and the garden of Eden of course.,0
590,I still think that s true.,0
816,The Department and the Federal Bureau of Investigation are already working with the Director of National Intelligence to comply with the President s order.,0
2497,Filed in January and amended last month by the Freedom From Religion Foundation the suit charges that the Bible class advances and endorses one religion improperly entangles public schools in religious affairs and violates the personal consciences of nonreligious and non Christian parents and students.,0
684,And if Kavanaugh is really an outlier on that issue then he won t be in the majority on any future decision anyway.,0
1539,People are going to be very impressed.,0
318,The senator has not appeared to respond specifically to the allegation.,0
1209,More critical in Trump s telling was the development of a personal bond with Kim a brutal dictator responsible for the deaths not only of his own citizens but of at least one American Otto Warmbier who was returned to the US in a coma only to die days later.,0
1431,As part of the advance work Trump commissioned a highly produced video meant to convince Kim to relinquish his weapons and open his country to outside investment.,0
1505,Here in futuristic Singapore however Kim was able to view the benefits of economic advancement at close range.,0
232,It is unconscionable that politicians across this country continue to endanger the lives of Americans with sanctuary policies while ignoring the harm inflicted on their constituents.,0
1797,The meeting came only months after the two men traded nuclear taunts ratcheting up tensions and leading to fears of war.,0
2749,A lot of the good jobs in the county have left 22 percent of its 61000 residents live below the poverty level but the churches have stayed.,0
1331,He is very talented Trump said citing Kim s ability to take over a situation like he did at 26 years of age and run it and run it tough.,0
1218,Trump told reporters he would absolutely extend an invitation to the White House to Kim who also heralded a new era.,0
1286,At the same time he d admitted he didn t believe he required extensive preparation to take stock of Kim.,0
1310,It was an extraordinarily compressed timeline for the landmark summit which at one point was called off entirely as communication broke down between Washington and Pyongyang.,0
1120,And Kim s commitments did not appear to go beyond what he already pledged to do in April when he met South Korean President Moon Jae in along their countries border.,0
2298,A lot of the good jobs in the county have left 22 percent of its 61000 residents live below the poverty level but the churches have stayed.,0
1660,Trump and Kim both intent on making history greeted each other early in the day with extended hands in front of a row of US and North Korean flags a previously unthinkable sight that reflects a new chapter in the two countries acrimonious relationship.,0
2507,Even though the class was optional Deal said there weren t any alternative lessons or activities for those who opted out.,0
365,It s just very hard to see any upside for Trump in choosing Kavanaugh instead of a safer but still very conservative other option.,0
511,Even though not everything that s gone wrong is Trump s fault he has managed to make a complete hash of Brett Kavanaugh s nomination to fill the empty seat on the court.,0
2039,Throughout the day Trump and Kim s body language was openly friendly a striking warmth given Kim s iron grip on power and dismal record on human rights.,0
1732,People are going to be very happy.,0
531,And if Kavanaugh is really an outlier on that issue then he won t be in the majority on any future decision anyway.,0
955,Working together we ll get it taken care of Trump said.,0
2750,The radio in the region is filled with gospel stations Bible talk shows and Christian rock.,0
2970,I have never reached out to Assange or WikiLeaks on any matter.,0
350,Trump then turned his attention to Iran s illicit ballistic missile program its sponsorship of terrorism including its links to al Qaida its aggression against its neighbors its aggressive acts against maritime traffic in the Straits of Hormuz and its bids to destabilize and control large swaths of the Middle East through its proxies.,1
2681,It s difficult to satisfy the First Amendment in elementary school when it comes to the Bible.,0
1482,For Trump that amounted to a triumphant outcome in his extraordinary gamble with the rogue kingdom s despotic leader.,0
1756,Trump and Kim both intent on making history greeted each other early in the day with extended hands in front of a row of US and North Korean flags a previously unthinkable sight that reflects a new chapter in the two countries acrimonious relationship.,0
822,Ten other African countries have also been placed on high alert warning that an outbreak could occur at any time.,1
2767,Instead the question will be tried in the courtroom of Judge David A. Faber of the U.S. District Court for the Southern District of West Virginia in Bluefield.,0
1816,Other unforeseen events also surrounded the summit increasing the drama.,0
1834,And we have developed a very special bond Trump said at the conclusion of the landmark summit.,0
2480,The first is whether you can have a Bible course at all.,0
1237,More critical in Trump s telling was the development of a personal bond with Kim a brutal dictator responsible for the deaths not only of his own citizens but of at least one American Otto Warmbier who was returned to the US in a coma only to die days later.,0
2354,White holds the school board and leadership responsible for spreading what she says is a false sense of what the Bible in the Schools program is and does.,0
987,The unlikely images of US and North Korean counterparts engaging in friendly dialogue lent the day an air of unreality.,0
2593,Gym is Trenton Tolliver s favorite class.,0
1598,Instead he predicted he could solve a big problem a big dilemma alongside his new partner.,0
2842,Mr. Trump made clear last week that he would introduce regulations after a federal judge criticized the White House for stripping Mr. Acosta s credentials without due process or a coherent rationale.,0
1165,The world will see a major change.,0
284,The judge cited that letter during Wednesday s hearing in holding that Rombot s detention despite ICE s previous guidance violated his due process rights under the U.S. Constitution.,0
2899,Codifying the behavior of journalists struck some as an ominous encroachment into freedom of the press and the White House Correspondents Association said on Monday that it had not been consulted about the new guidelines.,0
2462,Billboards tout the Ten Commandments or offer stern messages on abortion and eternal salvation.,0
1330,When pressed about those comments in light of Kim s brutal tactics Trump continued praising the North Korean leaders ability to run a country at a young age.,0
2318,our client is very very flexible in terms of making sure that the content is in compliance with the law.,0
863,ODNI spokeswoman Kellie Wade also said that the agency was working expeditiously with our interagency partners to conduct a declassification review of the documents the President has identified for declassification.,0
984,Trump s threats to politely walk out of the meeting if his expectations were unmet did not materialize.,0
2496,And there is widespread support for the classes Parents and community members help raise nearly 500000 a year to pay for the Bible in the Schools program.,0
343,But there s an art to minimizing damage.,0
722,So no I don t think there s any good reason to think Kavanaugh would be especially helpful to Trump compared to others he could have selected.,0
931,The 21 pages make up only a small portion of the 412 pages of FISA applications and warrants related to Page released by the FBI earlier this year in a heavily redacted format.,0
908,Congressional Republicans are hoping the files reveal details about the start of the Russia investigation led by the FBI which evolved into Special Counsel Robert Mueller s investigation into Russian meddling and potential collusion with Trump campaign associates during the 2016 presidential election.,0
2253,If you read the Bible you re going to get a whole lot of good ideas that are going to stick with you and make you a better person he said.,0
2299,You can find the Church of God here.,0
1230,For Trump that amounted to a triumphant outcome in his extraordinary gamble with the rogue kingdom s despotic leader.,0
1878,When pressed about those comments in light of Kim s brutal tactics Trump continued praising the North Korean leaders ability to run a country at a young age.,0
903,You can have hospitals but if people don t come it isn t enough. Such incidents have prompted fears that the plague could spread even further with each confirmed case requiring 20 people have been in contact with to be treated as a precaution.,1
1763,When pressed about those comments in light of Kim s brutal tactics Trump continued praising the North Korean leaders ability to run a country at a young age.,0
1080,The world will see a major change.,0
178,As a result of the case both the DOJ and the city of San Francisco have changed several policies.,0
1953,The day began with Trump patting Kim on the back and placing his hand on the North Korean s shoulder as they walked into their first meeting.,0
1060,Kim was cheered by onlookers who caught sight of the dictator who until earlier this spring was not believed to have ever left North Korea as supreme leader.,0
901,Shock Black Death Patients Are ESCAPING The Hospital Over Fear Of Needles As Officials Worry Plague Could Spread,1
1128,The unlikely images of US and North Korean counterparts engaging in friendly dialogue lent the day an air of unreality.,0
603,Sometimes it s worth taking risks.,0
629,It s just very hard to see any upside for Trump in choosing Kavanaugh instead of a safer but still very conservative other option.,0
2581,The first is whether you can have a Bible course at all.,0
390,If we want to talk to North Korea now the possible end for the nuclear deal with Iran would jeopardize the credibility of such treaties Reuters quoted German Foreign Minister Sigmar Gabriel as saying.,1
743,But it did leave Republicans vulnerable to claims about transparency which were likely to be popular most people and the entire press corps love transparency and vulnerable to bombshells in the documentary record which hadn t been initially disclosed.,0
1461,And we have developed a very special bond Trump said at the conclusion of the landmark summit.,0
685,Justice Anthony Kennedy gave President Donald Trump the biggest political gift possible when he announced his resignation in the spring.,0
174,Lead attorney Matt Gonzalez has argued that the weapon was a SIG Sauer with a hair trigger in single action mode a model well known for accidental discharges even among experienced shooters.,0
1677,After the men shook hands they repaired inside for one on one talks.,0
1255,Trump took keen interest in the pageantry of the day insisting the pictures beamed around the world reflect a commanding leader making a decisive world altering move.,0
620,Still it s one thing to form an alliance with conservatives it s another to turn the whole process over to them.,0
2583,.,0
2909,He has held far fewer formal news conferences than his predecessors and the daily White House briefing has virtually disappeared on his watch.,0
1278,When pressed about those comments in light of Kim s brutal tactics Trump continued praising the North Korean leaders ability to run a country at a young age.,0
4854,Below are 9 concrete steps that if implemented by a future American administration would make a big difference in preserving our civilization and in defending Americans from terrorism,1
976,We both want to do something.,0
